provcd,prov_name,year,identifier,area,人均可支配收入（元） ,自然灾害受灾人口（万人）,房价（元每平方）,移动电话普及率,地区基本经济面,代表性方言,amenity_climate,amenity_health,amenity_education,amenity_public_services
12,天津市,2016,天津市2016,华北,34074,14.5,15331.4,96.01,0.0019461112,冀鲁官话,-0.6416682795186095,-1.6715365178027328,-2.1524999604215047,1.196376241748251
12,天津市,2017,天津市2017,华北,37022,,18674.0833333333,101.49,0.20714457,冀鲁官话,-0.5445366383332396,-1.6675614631355966,-2.1782288760216337,1.8717170610558638
12,天津市,2018,天津市2018,华北,39506,10.9,23973.3333333333,105.7,0.37103117,冀鲁官话,-0.23439231365795063,-1.4229444653430516,-2.1048043229366886,0.38654793561831663
13,河北省,2010,河北省2010,华北,10428,2280.5,3823.243636363637,61.89,-1.5746164,冀鲁官话,-1.5853482706422546,1.3453364853181764,-0.08885672571896909,0.20214216399390214
13,河北省,2011,河北省2011,华北,12059,2181.9,4125.152727272727,70.82,-1.5746164,冀鲁官话,-1.819445215758141,1.5704037732435476,0.13705413634301655,0.4282456294259626
13,河北省,2012,河北省2012,华北,13647,2112.1,4611.773636363637,76.1,-0.55951476,冀鲁官话,-1.6478374452682307,1.7101467647498407,0.4251458713051091,0.5309462130367163
13,河北省,2013,河北省2013,华北,15190,1709.6,4763.545454545455,81.91,-0.50066549,冀鲁官话,-1.2147933743391812,1.8756554103900827,0.026945720094962742,0.6506749770969896
13,河北省,2014,河北省2014,华北,16647,1716.1,5195.166363636364,84.36,-0.40481222,冀鲁官话,-0.6606755689633556,2.1715083554998276,0.2006086939056224,0.29242053487699327
13,河北省,2015,河北省2015,华北,18118,1699.5,5699.637272727273,82.63,-0.15964876,冀鲁官话,-0.9459523368397994,2.4414559070606794,0.5827998900847761,0.8165962663409334
13,河北省,2016,河北省2016,华北,19725,1428.2,6655.613636363636,95.33,0.0050573638,冀鲁官话,-0.5263173430884376,2.62537020625203,0.6824580526572718,1.0472587806176459
13,河北省,2017,河北省2017,华北,21484,722.0,7227.431818181823,100.83,0.20361124,冀鲁官话,-0.752137920284789,2.950396908577271,0.8136276730670345,1.5140164869107982
13,河北省,2018,河北省2018,华北,23446,503.9,10811.11363636365,108.46,0.360107,冀鲁官话,-0.6757853150558902,3.3110212968887205,0.8890710701731522,1.5060499266485707
14,山西省,2010,山西省2010,华北,10149,1330.1,3125.127272727273,64.35,-0.87046379,晋语,-1.9150619997061078,-0.9579705070852091,0.0910255861771975,-1.4781050434015046
14,山西省,2011,山西省2011,华北,11959,1273.6,3426.985454545454,68.46,-0.87046379,晋语,-2.059821263790227,-0.9088778190156077,-0.18364123816610017,-0.9290879060253409
14,山西省,2012,山西省2012,华北,13592,546.7,3877.978181818182,76.9,-0.87046379,晋语,-2.0397940135593697,-0.6842944643938913,-0.4986447583671398,-0.7012906768038606
14,山西省,2013,山西省2013,华北,15120,1465.9,4047.484545454546,85.55,-0.26690403,晋语,-1.4545566091585818,-0.5727960774778175,-1.5071067459948926,-0.36103720094167824
14,山西省,2014,山西省2014,华北,16538,476.0,4112.892727272727,91.35,-0.19695686,晋语,-1.3472639827772492,-0.3571804356580169,-1.7607472032863718,-0.47945968176050013
14,山西省,2015,山西省2015,华北,17854,863.3,4184.522727272727,88.46,-0.0658824,晋语,-1.4480216743425713,-0.2174281488396148,-1.886684299490968,-0.37860188169383124
14,山西省,2016,山西省2016,华北,19049,648.8,4451.811818181818,91.42,-0.045218315,晋语,-1.289775711346772,-0.0658235281721494,-2.0599989465926964,-0.16868330521305974
14,山西省,2017,山西省2017,华北,20420,658.0,5080.435185185186,98.53,0.12765877,晋语,-1.379378428663431,0.030771696773066067,-2.082796157336403,-0.085663335601494
14,山西省,2018,山西省2018,华北,21990,619.1,5323.85185185185,106.55,0.20357171,晋语,-1.3325033385351857,0.1336591460192455,-2.0134362726793156,0.29080142208731474
15,内蒙古自治区,2010,内蒙古自治区2010,华北,12538,889.4,3551.694444444444,83.98,0.69166404,晋语,-3.630776546337406,-1.4861539104163763,-0.9123570998098237,-2.4705400580102417
15,内蒙古自治区,2011,内蒙古自治区2011,华北,14715,692.0,3893.103333333333,93.7,0.64818347,晋语,-3.905173574047065,-1.327586472017098,-0.9506467632009684,-1.7794594191154371
15,内蒙古自治区,2012,内蒙古自治区2012,华北,16800,668.9,4279.411111111111,102.7,-0.001856098,晋语,-3.67727222695241,-1.186196605453748,-1.0776780070734688,-1.3139770954766814
15,内蒙古自治区,2013,内蒙古自治区2013,华北,18693,565.6,4298.702222222222,107.73,-0.20831461,晋语,-3.5469925277986376,-0.9918539034534837,-1.5851102099579828,-0.5817000138981082
15,内蒙古自治区,2014,内蒙古自治区2014,华北,20559,644.5,4336.31,105.18,0.32006374,晋语,-2.8685912054654175,-0.8112389900949359,-1.6447091027200627,0.09303899782540834
15,内蒙古自治区,2015,内蒙古自治区2015,华北,22310,584.4,4362.967777777778,94.66,0.38694742,晋语,-3.0360819085304103,-0.7687437882290695,-1.6209725638407588,0.3005854032664904
15,内蒙古自治区,2016,内蒙古自治区2016,华北,24127,596.2,4446.484444444444,98.04,0.46405661,晋语,-3.1858936863740506,-0.6290013021471568,-1.6234182837990523,0.726444715646203
15,内蒙古自治区,2017,内蒙古自治区2017,华北,26212,722.7,5068.265624999999,112.36,0.49454263,晋语,-3.368498298415728,-0.4755676350167076,-1.7915747853816713,0.5222930583862608
15,内蒙古自治区,2018,内蒙古自治区2018,华北,28376,484.2,5543.99074074074,120.14,0.60325491,晋语,-2.995699990905467,-0.40230379711525627,-1.846191704071203,0.26217239894888
21,辽宁省,2010,辽宁省2010,东北,13953,631.3,3952.614285714285,77.37,-2.0309186,东北官话,-1.3749467517582863,-0.9766490694240524,-0.26572986196206494,-0.6053781054482729
21,辽宁省,2011,辽宁省2011,东北,16429,255.6,4187.544285714286,87.69,-2.0309186,东北官话,-1.7229859028154346,-0.8464799970530632,-0.48164061081915194,-0.15614937620075056
21,辽宁省,2012,辽宁省2012,东北,18761,569.1,4523.088571428571,97.9,-2.0309186,东北官话,-1.6000974169114857,-0.5875687448825733,-0.7056376221516597,-0.019890525753461036
21,辽宁省,2013,辽宁省2013,东北,20818,322.0,4742.617142857142,104.41,-1.8537716,东北官话,-1.4263235675439605,-0.44328072464165474,-1.113009586185344,0.063862838090366
